"proposition","source"
"D’ici 2022, 100% des démarches administratives pourront être effectuées depuis Internet – sauf première délivrance des documents d’identité officiels. Par exemple, il sera possible pour le citoyen de faire une demande de procuration électorale sans se rendre au commissariat.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous nous appuierons sur le numérique pour redéfinir l’action publique.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous créerons un compte citoyen en ligne (site et application), qui rassemblera sur une même interface tous les droits, notamment ceux liés à la santé, à la trajectoire professionnelle, à la formation, à la situation fiscale, aux droits civiques.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous créerons une banque de données numériques réutilisables.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous créerons un service public numérique de la justice, avec portail unique d’accès (sur le modèle d’impots.gouv.fr). Les citoyens et leurs avocats y trouveront toutes les informations pratiques et la jurisprudence applicable à leur cas. Ils pourront se pourvoir en justice depuis leur ordinateur, transmettre une requête, des pièces, ou suivre leur dossier depuis leur smartphone.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous encouragerons le développement de la télé-médecine et du numérique dans le domaine de la santé, afin de donner aux médecins la possibilité d’assurer un suivi à distance, par exemple pour un patient cardiaque via un objet connecté ou en accélérant une consultation chez un patient à risque. Ce sera un axe majeur du grand plan d’investissement. Cela permettra, à terme, de faire des économies réelles.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous développerons le droit à l’expérimentation dans le respect des impératifs de sécurité, de protection du consommateur et de loyauté de la concurrence.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous définirons une stratégie nationale pour l’intelligence artificielle dont le développement va avoir de profonds impacts sur une série de secteurs. Les chercheurs français sont bien armés pour y jouer un rôle majeur.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous adopterons un cadre fiscal qui encourage l'investissement dans l'innovation, notamment en instaurant un prélèvement forfaitaire unique sur l'ensemble des revenus tirés du capital mobilier et en remplaçant l'ISF par un impôt sur la fortune immobilière.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous développerons les instruments d’une transparence sur l’usage des données privées par les acteurs du numérique.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous agirons pour un marché unique du numérique en Europe, qui permettra aux entreprises innovantes de disposer des mêmes règles partout dans l’Union européenne.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous agirons pour la mise en place d’un Fonds européen de financement en capital-risque pour accompagner la croissance des start-up européennes du numérique.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous renégocierons avec les Etats-Unis le « Privacy Shield », le cadre de protection des données, d’ici 2018, afin de garantir réellement la préservation des données personnelles de tous les Européens.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous proposerons la mise en en place d'une Agence européenne pour la confiance numérique, chargée de réguler les grandes plateformes numériques pour garantir la protection des données personnelles et la loyauté de leur fonctionnement.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous nous battrons, au niveau européen, pour une taxe sur le chiffre d’affaires réalisé dans nos pays pour des prestations de service électronique.","https://en-marche.fr/emmanuel-macron/le-programme/numerique"
"Nous proposerons que chaque étranger en situation régulière arrivant en France ait droit à une formation linguistique suffisante pour atteindre le niveau B1 (niveau qui permet la naturalisation). Cette certification :","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous mettrons en place des programmes locaux d’intégration","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous allégerons les procédures et réduirons les délais d’obtention des visas « talents », pour améliorer l’attractivité de la France dans la compétition internationale pour attirer les talents étrangers (créateurs d’entreprises, d’investisseurs, de chercheurs ou d’artistes).","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous développerons les visas de circulation pour les professionnels (entreprises, scientifiques..) : ceux-ci devraient être inscrits sur une liste de bona fide établie sous la responsabilité de la chambre de commerce locale ou du service économique régional de l’ambassade, afin de permettre un traitement rapide des dossiers.","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous simplifierons les modalités d’accès au travail pour tous les étudiants titulaires d’un master en France.","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous réformerons les conditions d’examen des demandes d’asile avec l’objectif d’assurer une prise de décision en 8 semaines pour toutes demandes.","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous réformerons les modalités de recours contre les décisions de refus. En cas de recours, le jugement interviendra dans un délai de 6 à 8 semaines.","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous renforcerons le corps de police des frontières européen, en lui donnant une capacité de surveillance et de protection durables des frontières extérieures. Il faut fixer une ambition de 5 000 hommes mobilisables par la nouvelle Agence européenne de garde-frontières et de garde‑côtes.","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous développerons des actions et des projets dans les principaux pays de départ et de transit des migrants, de manière complémentaire et additionnelle à notre aide au développement, en appuyant également l’installation de points de contrôle dans ces pays avant l’arrivée dans l’UE, l’aide à la lutte contre les passeurs et le retour des migrants non autorisés à entrer dans l’UE.","https://en-marche.fr/emmanuel-macron/le-programme/immigration-et-asile"
"Nous réduirons le taux d’impôt sur les sociétés jusqu’à la moyenne européenne de 25%.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"L’Impôt de Solidarité sur la Fortune (ISF) ne concernera plus l’investissement qui sert l’économie (actions, parts, titres d’entreprises). Il sera remplacé par un Impôt sur la Fortune Immobilière, qui reposera uniquement sur les biens immobiliers, dans les mêmes conditions que l’ISF aujourd’hui.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Un prélèvement forfaitaire unique (PFU) de l’ordre de 30% sera appliqué à l’ensemble des revenus tirés du capital mobilier (intérêts, dividendes, plus-values mobilières etc.).","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous garantirons stabilité et visibilité aux acteurs en matière fiscale. Nous sanctuariserons notamment le Crédit Impôt Recherche, le Crédit Impôt Innovation et le dispositif Jeunes Entreprises Innovantes sur la durée du quinquennat, tout en poursuivant la simplification de la mécanique administrative pour en bénéficier.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous rendrons plus transparente et plus efficace la formation professionnelle, pour que se former devienne une démarche naturelle.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"15 des 50 milliards d’euros du plan d’investissement public seront investis dans les compétences.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous ferons de la France une terre d’expérimentation, où il sera à la fois plus simple et plus rapide d’expérimenter des solutions industrielles nouvelles.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous refonderons l’action de l’administration pour la mettre au service des entreprises et l’inciter à produire des règles simples et stables.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous développerons la négociation collective au plus près des travailleurs pour décider des règles qui régissent leur vie quotidienne au plus près du terrain.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous défendrons l’instauration d’un contrôle européen sur les investissements étrangers afin de défendre ensemble nos entreprises stratégiques.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous défendrons le renforcement des procédures européennes anti-dumping afin de pouvoir agir plus rapidement et de manière plus dissuasive.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous défendrons un ""Buy European Act"" permettant de réserver l’accès aux marchés publics européens aux entreprises qui localisent au moins la moitié de leur production en Europe.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous défendrons, au niveau européen, une taxe sur le chiffre d’affaires réalisé dans nos pays pour des prestations de service électronique.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous devrons prendre des sanctions commerciales contre les pays qui ne respectent pas les clauses sociales et environnementales des accords commerciaux conclus avec l’Union européenne.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"A l’image de la politique spatiale européenne, nous pousserons par exemple à la définition d’une nouvelle politique européenne pour favoriser le développement des industries stratégiques pour la transition écologique.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous constituerons un Fonds pour l’industrie et l’innovation. Il sera doté de 10 milliards d’euros issus des actions d’entreprises possédées de manière minoritaire par l’Etat et sera placé au service de notre industrie et de l’innovation.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous concentrerons progressivement la gestion de l’ensemble des aides à l’innovation de l’Etat et de ses opérateurs au sein de Bpifrance, et conforterons son rôle dans l’accompagnement des PME et ETI à l’export.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"Nous armerons les nouvelles grandes régions en matière d’anticipation des restructurations et de réindustrialisation, avec notamment la création de fonds de retournement et de fonds de dette régionaux.","https://en-marche.fr/emmanuel-macron/le-programme/industrie"
"100% des enfants auront accès aux actions d’éducation artistique et culturelle.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Ouvrir les bibliothèques le soir et le dimanche.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Créer un Pass Culture de 500 € pour tous les jeunes de 18 ans, qui leur permettra, via une application, d’accéder aux activités culturelles de leur choix : musée, théâtre, cinéma, concert, livres ou musique enregistrée. Il sera cofinancé par les distributeurs et les grandes plateformes numériques, qui bénéficieront du dispositif.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Professionnaliser et ouvrir les nominations dans le secteur culturel afin qu’elles reflètent la diversité de la société.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Maintenir l’effort financier de l’État en faveur de la culture, en contrepartie d’une exigence d’efficacité : toutes les politiques publiques en faveur de la culture seront évaluées.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Regrouper les forces à l’international.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Favoriser la diffusion du spectacle vivant notamment en multipliant les spectacles coproduits et adapter le soutien au cinéma et à l’audiovisuel aux nouveaux formats.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Pérenniser et adapter le statut d’intermittent du spectacle, qui est un outil au service de la politique culturelle ; revoir la formation initiale des artistes par l’interdisciplinarité, les troncs communs entre écoles d’art, la mobilité internationale.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Investir dans les industries créatives et culturelles françaises en créant un fonds d’investissement dédié de 200 millions d’euros.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Lancer un Erasmus des professionnels de la culture pour favoriser la circulation des artistes, des commissaires d’exposition et des conservateurs.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Généraliser le Pass Culture au niveau européen.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Créer les conditions de l’émergence d’un « Netflix européen » exposant le meilleur du cinéma et des séries européennes","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Rétablir une concurrence équitable avec les grands acteurs numériques pour qu’ils payent leurs impôts comme tous les autres acteurs économiques et qu’ils soient soumis aux mêmes obligations, dans les pays où les œuvres sont diffusées.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Défendre résolument les droits d’auteur, aider les artistes et les éditeurs de contenu européens par la négociation encadrée d’accords sur leur rémunération, étendre les droits voisins aux éditeurs de presse et renforcer l’action contre les sites pirates.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Rénover et mieux valoriser le patrimoine grâce à une dotation dont l’utilisation sera conditionnée à des projets éducatifs, artistiques ou touristiques.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Créer un nouveau statut de l’entreprise de presse, sur le modèle des trusts anglo-saxons pour garantir l’indépendance éditoriale et journalistique.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Simplifier la réglementation audiovisuelle en matière de publicité, de financement et de diffusion, pour lever les freins à la croissance de la production et de la diffusion audiovisuelles et préparer le basculement numérique, tout en préservant la diversité culturelle.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Nous renforcerons le secteur public de l’audiovisuel pour qu’il réponde aux attentes de tous les Français et accélère sa transformation numérique, en concentrant les moyens sur des chaînes moins nombreuses mais pleinement dédiées à leur mission de service public.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Nous rapprochons les sociétés audiovisuelles publiques pour une plus grande efficacité et une meilleure adéquation entre le périmètre des chaînes et leurs missions de service public. Leurs conseils d’administration seront plus indépendants et plus ouverts dans sa composition. Ils seront chargés de designer les dirigeants, après appel public à candidatures.","https://en-marche.fr/emmanuel-macron/le-programme/culture"
"Nous agirons pour que les agriculteurs pèsent plus dans leurs négociations avec les industriels de l’agro-alimentaire.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous encouragerons le développement de véritables organisations de producteurs, avec des capacités de négociations renforcées pour peser plus dans les négociations commerciales avec les centrales d’achat de la grande distribution.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous organiserons un Grenelle de l’alimentation avec les représentants des agriculteurs, des industries de transformation, de la distribution et des consommateurs, afin de définir un partage équilibré de la valeur.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous protégerons les agriculteurs contre la volatilité des prix par la mise en place d’outils de régulation adaptés à chaque filière.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous proposerons des outils de gestion des risques efficaces et adaptés.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous permettrons aux agriculteurs de conserver les mêmes règles du jeu pour être compétitifs : favoriser la convergence sociale et fiscale au niveau européen.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous créerons un droit à l’erreur pour tous.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous donnerons droit au chômage aux agriculteurs pour leur permettre de surmonter les périodes de baisse d’activité.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous adapterons la formation agricole et faciliterons la formation professionnelle tout au long de la vie pour permettre aux agriculteurs de profiter des nouvelles connaissances.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous encouragerons les projets de méthanisation en maintenant des aides, en engageant une simplification administrative et en accélérant le raccordement au réseau électrique des unités.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous soutiendrons l’innovation et la recherche à travers plusieurs actions : fin des zones sans réseau téléphonique, développement du numérique et de l’agriculture de précision, mise en place d’un portail des données agricoles pour stimuler une innovation décentralisée, ouverte, collaborative au service des agriculteurs.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous encouragerons la diversification des sources de revenus en soutenant par exemple l’agro-tourisme.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous rémunérerons les agriculteurs pour les services environnementaux  (entretien des paysages, pâturage des alpages qui réduisent les avalanches, etc.) qu’ils rendent, à hauteur de 200 millions d’euros par an dans le cadre de la PAC.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Dans le cadre du Grenelle de l’alimentation, nous définirons également un calendrier prévoyant l’élimination progressive des pesticides en commençant par ceux qui présentent un risque pour la biodiversité ou la santé, et le développement d’alternatives.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Dès le début du quinquennat, nous séparerons les activités de conseil aux agriculteurs et de vente des pesticides qui peuvent susciter des conflits d’intérêt.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous renforcerons la transparence des transactions agricoles en soumettant toutes les sociétés foncières au contrôle des SAFER.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous assurerons le financement du foncier et du capital d’exploitation en facilitant le recours à des outils de portage : le crédit-bail immobilier, la location-vente progressive, prêt viager hypothécaire etc.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous soutiendrons l’installation des jeunes agriculteurs : en plus de la dotation jeunes agriculteurs (DJA), nous permettrons un prêt d'honneur à la personne sans demande de garantie d’un montant de 50 000 euros maximum avec un différé de 2 ans.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous allègerons les charges.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous lancerons un plan de transformation agricole de 5 milliards d’euros sur 5 ans. Les financements seront réservés à :","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous ferons confiance aux territoires pour s’organiser et trouver des solutions adaptées.","https://en-marche.fr/emmanuel-macron/le-programme/agriculture"
"Nous organiserons des services publics vraiment neutres, et des actions de formation à la laïcité seront systématiquement proposées aux agents de l’administration.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous permettrons l’expression raisonnable de la liberté religieuse dans l’espace public.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous laisserons de la marge de manœuvre aux entreprises pour régler les questions religieuses au travail.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous agirons pour aider les musulmans à restructurer l’islam de France.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Créer une Fédération nationale de l’islam de France regroupant des associations cultuelles locales créées dans le cadre posé par la loi de 1905.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous formerons des imams sur le sol français et de façon adaptée aux valeurs de la République.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Susciter au sein de l’université la création de diplômes universitaires destinés aux ministres du culte.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Créer un statut unifié des aumôniers.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous combattrons les dérives de l’islam identitaire et nous préviendrons la radicalisation.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous réaffirmerons la place de la République dans tous les quartiers, dans un partenariat exigeant avec le secteur associatif.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous serons intransigeants sur le respect de l’égalité entre les hommes et les femmes et la place des femmes dans l’espace public.","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Nous combattrons l’idéologie djihadiste :","https://en-marche.fr/emmanuel-macron/le-programme/questions-religieuses-et-laicite"
"Contre toutes les attaques qu’il subit, nous défendrons le droit à l’interruption volontaire de grossesse (IVG).","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Pour que les couples soient à égalité face aux modes de garde des enfants et empêcher les passe-droits, nous obligerons les communes à publier en ligne leurs critères d’attribution des places de crèche, puis à mettre en place systématiquement un système de cotation des demandes. Dans le même temps, nous soutiendrons l’effort massif de construction de places de crèche.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Pour que les femmes soient à égalité face au congé maternité, nous créerons un congé de maternité unique garanti pour toutes les femmes quel que soit leur statut (salariée, entrepreneuse, intermittente, non-salariée, statut multiple, etc.) aligné sur le régime le plus avantageux.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Parce que l’impôt ne doit pas décourager le travail des femmes, nous créerons une option d’individualisation de l’impôt sur le revenu.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Pour accélérer l’égalité professionnelle et salariale dans les grandes entreprises, le Défenseur des Droits aura pour mission de favoriser les opérations de contrôle aléatoires et imprévus à grande échelle sur les politiques salariales et de ressources humaines, et de rendre publics les résultats.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Nous mettrons en œuvre la parité dans les nominations des grands postes de l’Etat (agences et directeurs d’administration).","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Nous lancerons dès la première année du quinquennat une campagne nationale de communication et de sensibilisation sur le sujet du harcèlement et des violences faites aux femmes.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Nous augmenterons le montant des amendes pour incivilité pour qu’enfin le harcèlement ne soit plus toléré dans l’espace public. Elles seront exigées immédiatement.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Nous accélérerons la généralisation du téléphone d’alerte pour secourir plus rapidement les victimes de violence. Ce dispositif, expérimenté dans plusieurs départements, a déjà sauvé des vies.","https://en-marche.fr/emmanuel-macron/le-programme/%C3%A9galit%C3%A9-hommes-et-femmes"
"Nous soutiendrons la constitution d’universités de niveau mondial, sur la base de regroupements volontaires d’universités et de grandes écoles avec le soutien des organismes de recherche.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous allouerons des moyens supplémentaires au financement de projets en priorité.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous ferons de la France le leader mondial de la recherche sur le réchauffement climatique et la transition environnementale.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous donnerons aux universités la possibilité de déployer librement leur offre de formation, à condition d’offrir une palette suffisamment large de filières et d’orientations et de favoriser les aménagements de cursus aux étudiants en stage, en alternance ou en activité professionnelle. Nous développerons les licences professionnelles en alternance sur les 3 ans.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous donnerons aux universités et aux grandes écoles la liberté de recruter eux-mêmes leurs enseignants-chercheurs suivant les standards internationaux de qualité et d’indépendance.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"De nouveaux modèles de gouvernance pour les universités seront développés.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Le recrutement des dirigeants des organismes de recherche et des grandes universités se fera suivant les normes internationales.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous simplifierons les procédures d’évaluation des établissements en les consacrant exclusivement à l’appréciation du bilan et des résultats des établissements, des unités de recherche et des formations.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Tous les étudiants pourront désormais réellement évaluer leurs cours à la fin du semestre.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous sanctuariserons le budget de l’enseignement supérieur et de la recherche.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous attribuerons des moyens publics supplémentaires aux établissements d’enseignement supérieur et de recherche sur des bases contractuelles.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous permettrons aux universités et aux grandes écoles de diversifier leurs sources de financement.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous mobiliserons les bailleurs sociaux pour créer au sein du parc social des « logements jeunes » (objectif : 30 000 supplémentaires).","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous construirons 80 000 logements pour les jeunes : 60 000 logements pour les étudiants et 20 000 logements pour les jeunes actifs.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous inciterons les universités à élargir les horaires d’ouverture de leurs bibliothèques, à aménager des plages horaires en soirée durant la semaine, et à étendre progressivement l’ouverture le dimanche.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous établirons un système d’aide plus progressif et plus juste, et nous réinstaurerons les bourses au mérite pour les étudiants titulaires d’une mention ""Très Bien"" au baccalauréat.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Pour éclairer nos étudiants sur leur choix d’orientation, nous exigerons que chaque établissement de l'enseignement supérieur publie en toute transparence les taux de réussite et les débouchés professionnels, par formation, de ses anciens étudiants.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Chaque université affichera les prérequis de chacune des formations qu’elle propose.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous garantirons une meilleure transition de l'enseignement secondaire vers le supérieur.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Pour enrayer la sélection par l’échec, nous créerons des formations avec un véritable accompagnement pédagogique personnalisé, comportant des passerelles vers les filières plus spécialisées ou plus exigeantes.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous développerons la formation universitaire continue pour favoriser, tout au long de la vie, les mobilités professionnelles et les reconversions.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous revaloriserons la formation professionnelle via la création de 100 000 places supplémentaires dans de nouvelles filières courtes professionnalisantes proposées par les lycées, les universités, les établissements consulaires en lien avec les branches professionnelles.","https://en-marche.fr/emmanuel-macron/le-programme/enseignement-superieur-recherche"
"Nous diminuerons la bureaucratie et imposerons un retour au coeur du métier de policier pour plus de présence sur le terrain.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous mettrons en place des outils répressifs au plus proche du terrain et mieux adaptés.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous intégrerons davantage les forces de sécurité dans les quartiers.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"L’échelon du quartier doit être préféré à celui de la commune.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous susciterons des partenariats locaux innovants entre policiers et habitants.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous accroîtrons la déconcentration des responsabilités au sein des services de police et de gendarmerie, et donc les marges d’autonomie, pour permettre aux échelons les plus bas une meilleure prise en charge des problèmes spécifiques locaux.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Ce qui a fait ses preuves doit être renforcé et mieux financé.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous recruterons 10 000 policiers et gendarmes supplémentaires en 5 ans, sur la base de 7 500 policiers et 2 500 gendarmes. Ces effectifs nouveaux seront affectés en premier lieu dans les zones prioritaires.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous adapterons le recrutement des policiers pour une meilleure intégration dans les territoires.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous relancerons vigoureusement la formation. Les forces de police doivent être mieux équipées pour faire face aux nouvelles situations.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous généraliserons, en particulier dans les quartiers prioritaires ou dans les quartiers marqués par une baisse de la confiance entre la police et la population, l’usage des caméras piétons pour enregistrer les contrôles d’identité.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous maintiendrons et amplifierons notre stratégie à l’extérieur.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous renforcerons, moderniserons et adapterons notre stratégie de sécurité intérieure.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous mobiliserons de manière concertée les ministères de l’Intérieur, de la Justice, de la Défense, des Finances et des Affaires Etrangères.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous remodèlerons l’organisation du renseignement.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous mettrons en place une véritable programmation sur 4 à 5 ans pour la modernisation des moyens de la sécurité intérieure.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous poursuivrons les efforts engagés au niveau du ministère de la défense.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous créerons des centres fermés de petite taille spécifiquement dédiés à recevoir des personnes radicalisées.","https://en-marche.fr/emmanuel-macron/le-programme/securite"
"Nous exonèrerons 4 Français sur 5 de la taxe d’habitation.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"S’agissant des lunettes, des prothèses dentaires et de l’audition, nous fixons l’objectif de 100% de prise en charge pour 2022, contre alors que la couverture reste trop faible aujourd’hui.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"Nous rétablirons les exonérations de cotisations sociales sur les heures supplémentaires.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
"Nous augmenterons le revenu net de chacun, en réduisant les cotisations sociales.","https://en-marche.fr/emmanuel-macron/le-programme/pouvoir-d-achat"
